key
-able
"-acho, cha"
"amargoso, sa"
"amaricado, da"
"amariconado, da"
"amarilidáceo, a"
"amarillejo, ja"
"amarillento, ta"
"amarillo, lla"
"amarilloso, sa"
"amarilídeo, a"
"amariposado, da"
"amaro, ra"
"amarrado, da"
"amarrador, ra"
"amarrete, ta"
"amarrido, da"
"amarronado, da"
"amarroso, sa"
"amarrón, na"
"amartelado, da"
"amasador, ra"
"amasandero, ra"
"amasio, sia"
"amatador, ra"
"amativo, va"
"amatorio, ria"
"amazacotado, da"
"amazonio, nia"
"amazónico, ca"
"ambagioso, sa"
"ambarino, na"
"ambateño, ña"
"amberino, na"
"ambicioso, sa"
"ambidextro, tra"
"ambidiestro, tra"
"ambientador, ra"
"ambientólogo, ga"
"ambiguo, gua"
"amblador, ra"
"ambos, bas"
"ambrosiano, na"
"ambulativo, va"
"ambulatorio, ria"
"amebiano, na"
"amedrentado, da"
"amedrentador, ra"
"amelcochado, da"
"amelenado, da"
"amelgado, da"
"amelocotonado, da"
"amelonado, da"
"amembrillado, da"
"amenazador, ra"
"amenguadero, ra"
"amenizador, ra"
"ameno, na"
"amentáceo, a"
"amerengado, da"
"americanizado, da"
"americano, na"
"americanístico, ca"
"amerindio, dia"
"ameritado, da"
"amesetado, da"
"amestizado, da"
"ametalado, da"
"ametrallador, ra"
"amicísimo, ma"
"amigajado, da"
"amigdaláceo, a"
"amigo, ga"
"amigovio, via"
"amiguero, ra"
"amilanado, da"
"amillonado, da"
"amiloideo, a"
"amiláceo, a"
"amistoso, sa"
"amitótico, ca"
"amniótico, ca"
"amnésico, ca"
"amo, ma"
"amodorrado, da"
"amodorrido, da"
"amogotado, da"
"amolado, da"
"amolador, ra"
"amoladón, na"
"amoldador, ra"
"amollador, ra"
"amollentativo, va"
"amolletado, da"
"amondongado, da"
"amonestador, ra"
"amoniacado, da"
"amoniotélico, ca"
"amontillado, da"
"amontonador, ra"
"amoratado, da"
"amorcillado, da"
"amordazador, ra"
"amorfo, fa"
"amoriscado, da"
"amormado, da"
"amorosiento, ta"
"amoroso, sa"
"amorreo, a"
"amorrionado, da"
"amortajador, ra"
"amortiguador, ra"
"amos, mas"
"amostachado, da"
"amotinado, da"
"amotinador, ra"
"amparador, ra"
"ampelográfico, ca"
"ampelídeo, a"
"ampelógrafo, fa"
"amplexicaulo, la"
"ampliador, ra"
"ampliativo, va"
"ampliatorio, ria"
"amplificador, ra"
"amplificativo, va"
"amplio, plia"
"amplo, pla"
"ampuloso, sa"
"ampurdanés, sa"
"ampuritano, na"
ampère
"ampón, na"
"amsterdamés, sa"
"amuchachado, da"
"amueblado, da"
"amugronador, ra"
"amujerado, da"
"amulatado, da"
"amurallado, da"
"amusco, ca"
"amusgo, ga"
"amuzgo, ga"
"amuñecado, da"
"amárico, ca"
"américo, ca"
"amétrico, ca"
"amínico, ca"
"amónico, ca"
"anabólico, ca"
"anacalo, la"
"anacarado, da"
"anacardino, na"
"anacardiáceo, a"
"anacorético, ca"
"anacreóntico, ca"
"anacrónico, ca"
"anadino, na"
"anaerobio, bia"
"anaeróbico, ca"
"anafiláctico, ca"
"anafrodisiaco, ca"
"anafrodisíaco, ca"
"anafórico, ca"
"anaglífico, ca"
"anagramático, ca"
"anagógico, ca"
"analcohólico, ca"
"analfabeto, ta"
"analgésico, ca"
"analizador, ra"
"analéptico, ca"
"analérgico, ca"
"analístico, ca"
"analítico, ca"
"analógico, ca"
"anamniótico, ca"
"anamórfico, ca"
"anancástico, ca"
"anapéstico, ca"
"anaranjado, da"
"anastigmático, ca"
"anatado, da"
"anatematizador, ra"
"anatolio, lia"
"anatomopatológico, ca"
"anatomopatólogo, ga"
"anatómico, ca"
"ancado, da"
"ancashino, na"
"anchicorto, ta"
"ancho, cha"
"anchuroso, sa"
"anciano, na"
"ancilario, ria"
"anconitano, na"
"ancudo, da"
"andadero, ra"
"andado, da"
"andador, ra"
"andahuailino, na"
"andalotero, ra"
"andaluz, za"
"andalón, na"
"andantesco, ca"
"andariego, ga"
"andarín, na"
"andero, ra"
"andino, na"
"andorrano, na"
"andorrero, ra"
"andosco, ca"
"andrado, da"
"andrajero, ra"
"andrajoso, sa"
"androcéntrico, ca"
"androfóbico, ca"
"androgénico, ca"
"andropáusico, ca"
"andrófobo, ba"
"andrógino, na"
"andrólogo, ga"
"andujareño, ña"
"andón, na"
"anecdótico, ca"
"anecoico, ca"
"anegadizo, za"
"anegociado, da"
"anejo, ja"
"anemográfico, ca"
"anemométrico, ca"
"anemófilo, la"
"anepigráfico, ca"
"anestesiólogo, ga"
"anestésico, ca"
"anexo, xa"
"anfetamínico, ca"
"anfibio, bia"
"anfibológico, ca"
"anfictiónico, ca"
"anfipróstilo, la"
"anfipático, ca"
"anfiscio, cia"
"anfitrión, na"
"anfractuoso, sa"
"anfótero, ra"
"angarillero, ra"
"angelino, na"
"angelopolitano, na"
"angevino, na"
"anginoso, sa"
"angiográfico, ca"
"angiológico, ca"
"angiospermo, ma"
"angiólogo, ga"
"anglicado, da"
"anglicano, na"
"anglo, gla"
"angloamericano, na"
"anglonormando, da"
"anglosajón, na"
"angloíndio, dia"
"anglístico, ca"
"anglófilo, la"
"anglófobo, ba"
"anglófono, na"
"anglómano, na"
"angojoso, sa"
"angolano, na"
"angoleño, ña"
"angolino, na"
"angosto, ta"
"angrelado, da"
"anguilero, ra"
"angulado, da"
"anguloso, sa"
"angurriento, ta"
"angustiado, da"
"angustiador, ra"
"angustioso, sa"
"angélico, ca"
"anheloso, sa"
"anhidro, dra"
"aniejo, ja"
"anillado, da"
"animado, da"
"animador, ra"
"animalesco, ca"
"animalístico, ca"
"animero, ra"
"animoso, sa"
"aniquilador, ra"
"anisado, da"
"anisero, ra"
"anisofilo, la"
"anisopétalo, la"
"anisómero, ra"
"anisótropo, pa"
"aniversario, ria"
"aniñado, da"
"aniónico, ca"
"annobonés, sa"
"anochecedor, ra"
"anodino, na"
"anomalístico, ca"
"anonadador, ra"
"anonáceo, a"
"anoréxico, ca"
"anotado, da"
"anotador, ra"
"anotómico, ca"
"anovelado, da"
"anovulatorio, ria"
"anquialmendrado, da"
"anquiboyuno, na"
"anquiderribado, da"
"anquirredondo, da"
"anquiseco, ca"
"ansarero, ra"
"ansarino, na"
"anseático, ca"
"ansiolítico, ca"
"ansioso, sa"
"ansotano, na"
"antagónico, ca"
"antañón, na"
"anteado, da"
"antecesor, ra"
"anteclásico, ca"
"anteco, ca"
"antedicho, cha"
"antediluviano, na"
"antehistórico, ca"
"anteislámico, ca"
"antelucano, na"
"antemeridiano, na"
"antenado, da"
"anteojudo, da"
"antepasado, da"
"antepechado, da"
"antepenúltimo, ma"
"antepuesto, ta"
"antequerano, na"
"anteviso, sa"
"antevisto, ta"
"antevocálico, ca"
"anteúltimo, ma"
"antiabortivo, va"
"antiacadémico, ca"
"antiafrodisiaco, ca"
"antiafrodisíaco, ca"
"antialcalino, na"
"antialcohólico, ca"
"antialérgico, ca"
"antiamericano, na"
"antiartrítico, ca"
"antiartístico, ca"
"antiasmático, ca"
"antiatómico, ca"
"antiautoritario, ria"
"antiaéreo, a"
"antibacteriano, na"
"antibiótico, ca"
"antibritánico, ca"
"antiburgués, sa"
"antibélico, ca"
"anticanceroso, sa"
"anticanónico, ca"
"anticatólico, ca"
"anticelulítico, ca"
"anticiclónico, ca"
"anticientífico, ca"
"anticipador, ra"
"anticipativo, va"
"anticipatorio, ria"
"anticolinérgico, ca"
"anticomunitario, ria"
"anticonceptivo, va"
"anticongestivo, va"
"anticonvulsivo, va"
"anticorrosivo, va"
"anticristiano, na"
"anticrético, ca"
"anticrítico, ca"
"anticuado, da"
"anticuario, ria"
"anticuco, ca"
"antidemocrático, ca"
"antideportivo, va"
"antidepresivo, va"
"antidiabético, ca"
"antidiarreico, ca"
"antidiftérico, ca"
"antidinástico, ca"
"antidiurético, ca"
"antieconómico, ca"
"antiemético, ca"
"antiepiléptico, ca"
"antiescorbútico, ca"
"antiespasmódico, ca"
"antiespañol, la"
"antiestrogénico, ca"
"antiestrógeno, na"
"antiestático, ca"
"antiestético, ca"
"antieuropeo, a"
"antiflatulento, ta"
"antiflogístico, ca"
"antifonero, ra"
"antifrancés, sa"
"antifúngico, ca"
"antiguano, na"
"antiguo, gua"
"antigénico, ca"
"antigüeño, ña"
"antihelmíntico, ca"
"antihemorrágico, ca"
"antiheroico, ca"
"antihidrópico, ca"
"antihigiénico, ca"
"antihipertensivo, va"
"antihistamínico, ca"
"antihistérico, ca"
"antihiático, ca"
"antihorario, ria"
"antihumano, na"
"antiinflacionario, ria"
"antiinflamatorio, ria"
"antijudío, a"
"antijurídico, ca"
"antillano, na"
"antilógico, ca"
"antimagnético, ca"
"antimalárico, ca"
"antimicrobiano, na"
"antimicótico, ca"
"antimonioso, sa"
"antimonárquico, ca"
"antimónico, ca"
"antinarcótico, ca"
"antineoplásico, ca"
"antineurálgico, ca"
"antinorteamericano, na"
"antinómico, ca"
"antioqueno, na"
"antioqueño, ña"
"antipalúdico, ca"
"antiparalelo, la"
"antiparasitario, ria"
"antiparlamentario, ria"
"antipatriótico, ca"
"antipedagógico, ca"
"antiperistáltico, ca"
"antiperistático, ca"
"antipirético, ca"
"antipoliomielítico, ca"
"antipoético, ca"
"antipsicótico, ca"
"antipático, ca"
"antipútrido, da"
"antiquísimo, ma"
"antirreglamentario, ria"
"antirreligioso, sa"
"antirrepublicano, na"
"antirreumático, ca"
"antirrevolucionario, ria"
"antirromántico, ca"
"antirruso, sa"
"antirrábico, ca"
"antiscio, cia"
"antisemítico, ca"
"antisicótico, ca"
"antisifilítico, ca"
"antisoviético, ca"
"antisubmarino, na"
"antiséptico, ca"
"antisísmico, ca"
"antitaurino, na"
"antitetánico, ca"
"antitrinitario, ria"
"antituberculoso, sa"
"antitusivo, va"
"antitusígeno, na"
"antitérmico, ca"
"antitético, ca"
"antitóxico, ca"
"antivariólico, ca"
"antivenéreo, a"
"antiviperino, na"
"antivírico, ca"
"antixeroftálmico, ca"
"antiácido, da"
"antiálgico, ca"
"antofagastino, na"
"antojadizo, za"
"antojado, da"
"antologador, ra"
"antológico, ca"
"antoniano, na"
"antoniniano, na"
"antonino, na"
"antonomástico, ca"
"antropoceno, na"
"antropocéntrico, ca"
"antropofágico, ca"
"antropogenético, ca"
"antropográfico, ca"
"antropoideo, a"
"antropológico, ca"
"antropomorfo, fa"
"antropométrico, ca"
"antropomórfico, ca"
"antroponímico, ca"
"antropozoico, ca"
"antropófago, ga"
"antropólogo, ga"
"antropósofo, fa"
"antrópico, ca"
"antuviado, da"
"antuviador, ra"
"antártico, ca"
"antófago, ga"
"antólogo, ga"
"antónimo, ma"
"anubado, da"
"anubarrado, da"
"anudador, ra"
"anulador, ra"
"anulativo, va"
"anulatorio, ria"
"anuloso, sa"
"anunciador, ra"
"anuo, nua"
"anuro, ra"
"anádromo, ma"
"análogo, ga"
"anárquico, ca"
"anémico, ca"
"anímico, ca"
"anódico, ca"
"anómalo, la"
"anómico, ca"
"anónimo, ma"
"anósmico, ca"
"aojador, ra"
"aonio, nia"
"aovado, da"
"apabilado, da"
"apabullador, ra"
"apacentador, ra"
"apaciguador, ra"
"apadrinador, ra"
"apagadizo, za"
"apagado, da"
"apagador, ra"
"apagón, na"
"apaisado, da"
"apajuilado, da"
"apaleador, ra"
"apaletado, da"
"apanado, da"
"apanalado, da"
"apangado, da"
"apaniaguado, da"
"apaniguado, da"
"apanojado, da"
"apantallado, da"
"apantuflado, da"
"apapagayado, da"
"aparador, ra"
"aparasolado, da"
"aparatero, ra"
"aparatoso, sa"
"aparcero, ra"
"aparcionero, ra"
"aparecido, da"
"aparejado, da"
"aparejador, ra"
"aparentador, ra"
"aparrado, da"
"aparroquiado, da"
"apartadizo, za"
"apartado, da"
"apartador, ra"
"apartidario, ria"
"apasionado, da"
"apastelado, da"
"apatanado, da"
"apavorado, da"
"apazguado, da"
"apañado, da"
"apañador, ra"
"apeador, ra"
"apedernalado, da"
"apedreado, da"
"apedreador, ra"
"apegadizo, za"
"apelado, da"
"apelativo, va"
"apellidador, ra"
"apelmazado, da"
"apenado, da"
"apepinado, da"
"aperado, da"
"apergaminado, da"
"aperitivo, va"
"aperiódico, ca"
"aperlado, da"
"apernador, ra"
"aperreado, da"
"aperreador, ra"
"apersonado, da"
"apesadumbrado, da"
"apestado, da"
"apestoso, sa"
"apetecedor, ra"
"apetitivo, va"
"apetitoso, sa"
"apezonado, da"
"apiadador, ra"
"apicarado, da"
"apicultor, ra"
"apilador, ra"
"apiramidado, da"
"apirético, ca"
"apitonado, da"
"apizarrado, da"
"apiñado, da"
"apiñonado, da"
"aplacador, ra"
"aplacerado, da"
"aplanador, ra"
"aplanchador, ra"
"aplanético, ca"
"aplastado, da"
"aplatanado, da"
"aplaudidor, ra"
"aplazado, da"
"aplicadero, ra"
"aplicado, da"
"aplicador, ra"
"aplicativo, va"
"aplomado, da"
"aplásico, ca"
"apocado, da"
"apocador, ra"
"apocalíptico, ca"
"apocináceo, a"
"apocoyado, da"
"apocromático, ca"
"apodador, ra"
"apodencado, da"
"apoderado, da"
"apodíctico, ca"
"apoleño, ña"
"apolillado, da"
"apologético, ca"
"apolíneo, a"
"apolítico, ca"
"apológico, ca"
"aponeurótico, ca"
"apopléjico, ca"
"apoplético, ca"
"aporcador, ra"
"aporcelanado, da"
"aporreado, da"
"aporreador, ra"
"aporretado, da"
"aportador, ra"
"aportellado, da"
"aporético, ca"
"aposentador, ra"
"aposesionado, da"
"apositivo, va"
"apostador, ra"
"apostemoso, sa"
"apostizo, za"
"apostolado, da"
"apostólico, ca"
"apostóligo, ga"
"apotecario, ria"
"apoteósico, ca"
"apoteótico, ca"
"apoticario, ria"
"apotropaico, ca"
"apreciador, ra"
"apreciativo, va"
"aprehensivo, va"
"aprehensor, ra"
"aprehensorio, ria"
"apremiador, ra"
"aprendedor, ra"
"aprendiz, za"
"aprensador, ra"
"aprensivo, va"
"apresador, ra"
"apreso, sa"
"apresurado, da"
"apretadero, ra"
"apretadizo, za"
"apretado, da"
"apretador, ra"
"apriorístico, ca"
"aprobador, ra"
"aprobativo, va"
"aprobatorio, ria"
"apropiado, da"
"apropiador, ra"
"aprovechado, da"
"aprovechador, ra"
"aproximado, da"
"aproximativo, va"
"apto, ta"
"apuesto, ta"
"apuntado, da"
"apuntador, ra"
"apurado, da"
"apurador, ra"
"apurativo, va"
"apureño, ña"
"apurimeño, ña"
"apurón, na"
"apuñalado, da"
"apático, ca"
"apétalo, la"
"apócrifo, fa"
"apólogo, ga"
"aquejador, ra"
"aquejoso, sa"
"aquel, lla"
"aquele, la"
"aquellos, llas"
aquelo
"aquelos, las"
"aqueo, a"
"aquerenciado, da"
"aquese, sa"
aqueso
"aquesos, sas"
"aqueste, ta"
aquesto
"aquestos, tas"
"aquietador, ra"
"aquifoliáceo, a"
"aquileño, ña"
"aquilino, na"
"aquillado, da"
"aquiniano, na"
"aquistador, ra"
"aquitano, na"
"aquitánico, ca"
"aquivo, va"
"arabesco, ca"
"arabigoandaluz, za"
"arabio, bia"
"arabófono, na"
"arachán, na"
"aracnofóbico, ca"
"aracnológico, ca"
"aracnófobo, ba"
"aracnólogo, ga"
"arador, ra"
"aragonés, sa"
"araguato, ta"
"aragüeño, ña"
"arahuaco, ca"
"araliáceo, a"
"arameo, a"
"arancelario, ria"
"arandino, na"
"aranero, ra"
"araneño, ña"
"aranoso, sa"
"aranés, sa"
"aratorio, ria"
"araucano, na"
"arañador, ra"
"arañero, ra"
"arbequino, na"
"arbitradero, ra"
"arbitrador, ra"
"arbitrario, ria"
"arbitrativo, va"
"arbitrero, ra"
"arbolado, da"
"arbolario, ria"
"arboricultor, ra"
"arbustivo, va"
"arbóreo, a"
"arcabucoso, sa"
"arcadio, dia"
"arcaico, ca"
"arcangélico, ca"
"arcano, na"
"archiconocido, da"
"archiduque, quesa"
"archisabido, da"
"archivador, ra"
"archivero, ra"
"archivológico, ca"
"archivístico, ca"
"archivólogo, ga"
"arcifinio, nia"
"arcilloso, sa"
"arcuado, da"
"arcádico, ca"
"ardedor, ra"
"ardentísimo, ma"
"ardido, da"
"ardidoso, sa"
"ardiloso, sa"
"ardiondo, da"
"ardoroso, sa"
"arduo, dua"
"arecibeño, ña"
"aregüeño, ña"
"arenero, ra"
"arengador, ra"
"arenisco, ca"
"arenoso, sa"
"arenáceo, a"
"areosístilo, la"
"arequipeño, ña"
"arestinado, da"
"aretalógico, ca"
"aretino, na"
"areóstilo, la"
"argandeño, ña"
"argelino, na"
"argentado, da"
"argentador, ra"
"argentino, na"
"argentoso, sa"
"argentífero, ra"
"argiloso, sa"
"argivo, va"
"argulloso, sa"
"argumentador, ra"
"argumentativo, va"
"argumentoso, sa"
"argénteo, a"
"argéntico, ca"
"argólico, ca"
"argótico, ca"
"argüendero, ra"
"argüidor, ra"
"argüitivo, va"
"ariano, na"
"arietario, ria"
"arietino, na"
"arijo, ja"
"ario, ria"
"ariqueño, ña"
"arisblanco, ca"
"arisco, ca"
"arismético, ca"
"arisnegro, gra"
"arisprieto, ta"
"aristado, da"
"aristocrático, ca"
"aristofanesco, ca"
"aristofánico, ca"
"aristoloquiáceo, a"
"aristoso, sa"
"aristotélico, ca"
"aritmético, ca"
"arlequinado, da"
"arlequinesco, ca"
"armadillo, lla"
"armado, da"
"armador, ra"
"armamentístico, ca"
"armenio, nia"
"armero, ra"
"armiñado, da"
"armonioso, sa"
"armonizador, ra"
"armoricano, na"
"armífero, ra"
"armígero, ra"
"armónico, ca"
"arnichesco, ca"
"aroideo, a"
"aromado, da"
"aromoso, sa"
"aromático, ca"
"arpado, da"
"arponado, da"
"arqueado, da"
"arqueolítico, ca"
"arqueológico, ca"
"arquero, ra"
"arquetero, ra"
"arquetípico, ca"
"arqueólogo, ga"
"arquitecto, ta"
"arquitectónico, ca"
"arquitrabado, da"
"arrabalero, ra"
"arrabillado, da"
"arracacho, cha"
"arracimado, da"
"arragocés, sa"
"arraigado, da"
"arrancado, da"
"arrancador, ra"
"arrasado, da"
"arrasador, ra"
"arrastradizo, za"
"arrastrado, da"
"arrastrador, ra"
"arrastrero, ra"
"arratonado, da"
"arrayano, na"
"arreado, da"
"arrebatadizo, za"
"arrebatado, da"
"arrebatador, ra"
"arrebatoso, sa"
"arrebañador, ra"
"arrecho, cha"
"arrecido, da"
"arredomado, da"
"arregazado, da"
"arreglado, da"
"arreglador, ra"
"arrejonado, da"
"arreligioso, sa"
"arremangado, da"
"arremetedor, ra"
"arrendador, ra"
"arrendatario, ria"
"arrendaticio, cia"
"arrentado, da"
"arrepentido, da"
"arrepiso, sa"
"arrepollado, da"
"arrepticio, cia"
"arrestado, da"
"arrevesado, da"
"arrevistado, da"
"arrevuelto, ta"
"arriano, na"
"arribeño, ña"
"arriero, ra"
"arriesgado, da"
"arrimadizo, za"
"arrimado, da"
"arrinconado, da"
"arriscado, da"
"arriscador, ra"
"arriñonado, da"
"arrobadizo, za"
"arrobador, ra"
"arrobero, ra"
"arrobeño, ña"
"arrocado, da"
"arrocero, ra"
"arrocinado, da"
"arrodalado, da"
"arrogador, ra"
"arrojadizo, za"
"arrojado, da"
"arrojador, ra"
"arrollador, ra"
"arropiero, ra"
"arrosquetado, da"
"arrostrado, da"
"arrotado, da"
"arrufaldado, da"
"arrufianado, da"
"arruinado, da"
"arruinador, ra"
"arrullador, ra"
"arrumbador, ra"
"arrusticado, da"
"arrítmico, ca"
"arsenalero, ra"
"arterioescleroso, sa"
"arterioesclerótico, ca"
"arterioscleroso, sa"
"arteriosclerósico, ca"
"arteriosclerótico, ca"
"arterioso, sa"
"artero, ra"
"artesano, na"
"artesiano, na"
"artesonado, da"
"articulado, da"
"articulador, ra"
"articulario, ria"
"articulatorio, ria"
"artificiero, ra"
"artificioso, sa"
"artillero, ra"
"artizado, da"
"artocarpáceo, a"
"artocárpeo, a"
"artrítico, ca"
"artrósico, ca"
"artético, ca"
"artístico, ca"
"artúrico, ca"
"arundíneo, a"
"arverno, na"
"arábico, ca"
"arábigo, ga"
"arábigo-andaluz, za"
"aráceo, a"
"arácnido, da"
"arévaco, ca"
"asaborado, da"
"asacador, ra"
"asacristanado, da"
"asadero, ra"
"asado, da"
"asador, ra"
"asaeteador, ra"
"asaetinado, da"
"asainetado, da"
"asalariado, da"
"asalmonado, da"
"asaltador, ra"
"asambleario, ria"
"asardinado, da"
"asargado, da"
"asativo, va"
"asbestino, na"
"ascio, cia"
"asclepiadeo, a"
"asclepiadáceo, a"
"ascomiceto, ta"
"ascoroso, sa"
"ascoso, sa"
"ascreo, a"
"ascético, ca"
"ascítico, ca"
"aseado, da"
"aseador, ra"
"asechador, ra"
"asechoso, sa"
"asediador, ra"
"asegurado, da"
"asegurador, ra"
"asendereado, da"
"asentado, da"
"asentador, ra"
"asermonado, da"
"aserradizo, za"
"aserrador, ra"
"asertivo, va"
"asertor, ra"
"asertorio, ria"
"asertórico, ca"
"asesado, da"
"asesino, na"
"asesor, ra"
"aseverativo, va"
"asexuado, da"
"aseñorado, da"
"aseñoritado, da"
"asfaltador, ra"
"asfáltico, ca"
"asfíctico, ca"
"asfíxico, ca"
"asiano, na"
"asiduo, dua"
"asignatario, ria"
"asilado, da"
"asilvestrado, da"
"asimilado, da"
"asimilador, ra"
"asimilativo, va"
"asimilatorio, ria"
"asimplado, da"
"asimétrico, ca"
"asincrónico, ca"
"asindético, ca"
"asinino, na"
"asintomático, ca"
"asintótico, ca"
"asiriano, na"
"asirio, ria"
"asiriólogo, ga"
"asistemático, ca"
"asistente, ta"
"asistido, da"
"asistólico, ca"
"asiático, ca"
"asmadero, ra"
"asmático, ca"
"asnino, na"
"asno, na"
"asnuno, na"
"asocarronado, da"
"asociado, da"
"asociativo, va"
"asolador, ra"
"asoleado, da"
"asombradizo, za"
"asombrado, da"
"asombrador, ra"
"asombroso, sa"
"asonántico, ca"
"aspado, da"
"aspador, ra"
"aspaventero, ra"
"aspaventoso, sa"
"aspectado, da"
"aspirado, da"
"aspirador, ra"
"aspérrimo, ma"
"asqueroso, sa"
"asquiento, ta"
"asquilloso, sa"
"astado, da"
"astifino, na"
"astigitano, na"
"astigmático, ca"
"astillado, da"
"astilloso, sa"
"astorgano, na"
"astrictivo, va"
"astrofísico, ca"
"astrográfico, ca"
"astrológico, ca"
"astronáutico, ca"
"astronómico, ca"
"astroso, sa"
"astrífero, ra"
"astrólogo, ga"
"astrónomo, ma"
"astucioso, sa"
"asturcón, na"
"asturiano, na"
"asturleonés, sa"
"astuto, ta"
"astático, ca"
"asténico, ca"
"asuardado, da"
"asueto, ta"
"asunceno, na"
"asunceño, ña"
"asuntino, na"
"asuntivo, va"
"asurcado, da"
"asurcano, na"
"asustadizo, za"
"asustado, da"
"asustador, ra"
"asépalo, la"
"aséptico, ca"
"asíncrono, na"
"asísmico, ca"
"atabacado, da"
"atabalero, ra"
"atabanado, da"
"atabardillado, da"
"atacado, da"
"atacador, ra"
"atacameño, ña"
"atachonado, da"
"atado, da"
"atador, ra"
"atafetanado, da"
"atahonero, ra"
"atajador, ra"
"atalador, ra"
"atalayador, ra"
"ataquiento, ta"
"atarailado, da"
"atarantado, da"
"atarbán, na"
"atarván, na"
"atasajado, da"
"atascado, da"
"ataudado, da"
"ataujiado, da"
"atañedero, ra"
"atembado, da"
"atemorizador, ra"
"atemperador, ra"
"atenazado, da"
"atenazador, ra"
"atendedor, ra"
"ateneo, a"
"atenido, da"
"ateniés, sa"
"atenorado, da"
"atentado, da"
"atentatorio, ria"
"atento, ta"
"atenuador, ra"
"ateo, a"
"ateperetado, da"
"atercianado, da"
"aterciopelado, da"
"ateromatoso, sa"
"aterosclerótico, ca"
"aterrador, ra"
"atestado, da"
"atetado, da"
"atezado, da"
"atiemposo, sa"
"atigrado, da"
"atildado, da"
"atingido, da"
"atiplado, da"
"atirelado, da"
"atisbador, ra"
"atisbón, na"
"atisuado, da"
"atizador, ra"
"atlantideño, ña"
"atlántico, ca"
"atlético, ca"
"atmosférico, ca"
"atochado, da"
"atochero, ra"
"atocinado, da"
"atolero, ra"
"atolondrado, da"
"atomístico, ca"
"atontado, da"
"atopadizo, za"
"atormentador, ra"
"atornasolado, da"
"atorrante, ta"
"atosigador, ra"
"atrabajado, da"
"atrabiliario, ria"
"atrabilioso, sa"
"atracador, ra"
"atractivo, va"
"atraidorado, da"
"atramentoso, sa"
"atrasado, da"
"atravesado, da"
"atravesador, ra"
"atreguado, da"
"atrevido, da"
"atributivo, va"
"atrirrostro, tra"
"atrito, ta"
"atrompetado, da"
"atronado, da"
"atronador, ra"
"atropado, da"
"atropellado, da"
"atropellador, ra"
"atruchado, da"
"atruhanado, da"
"atrípedo, da"
"atrófico, ca"
"atufado, da"
"atunero, ra"
"aturador, ra"
"aturbonado, da"
"aturdido, da"
"aturdidor, ra"
"aturquesado, da"
"aturrullado, da"
"aturullado, da"
"atusador, ra"
"atávico, ca"
"atáxico, ca"
"atérmano, na"
"atérmico, ca"
"atípico, ca"
"atómico, ca"
"atónico, ca"
"atónito, ta"
"atópico, ca"
"atóxico, ca"
"aucténtico, ca"
"audiológico, ca"
"auditivo, va"
"auditor, ra"
"auditorio, ria"
"audiólogo, ga"
"augurador, ra"
"augusto, ta"
"aullador, ra"
"aumentador, ra"
"aumentativo, va"
"auranciáceo, a"
"aurgitano, na"
"auriculado, da"
"aurragado, da"
"aurífero, ra"
"aurígero, ra"
"aurívoro, ra"
"auscultador, ra"
"ausentado, da"
"ausetano, na"
"ausonio, nia"
"auspiciador, ra"
"auspicioso, sa"
"austero, ra"
